paper_id,ee_identifier,PI_decision,d1,d1_rationale,d2,d2_rationale,d1_ne_d2,primary_outcome,verifier_decision,verifier_rationale,final_outcome,primary_parse_error,primary_error,verifier_parse_error,verifier_error,primary_request_hash,verifier_request_hash,primary_wall_s,verifier_wall_s,reprocessed_after_interrupt
435,EE-283,exclude,include,"The paper describes a semi-autonomous robotic system for image-guided brain tumour resection, which involves an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action. The study is a bench-top study, which is within the inclusion criteria for preclinical autonomy. The paper involves a physical surgical task (brain tumour resection) and meets the criteria for a semi-autonomous system. It does not fall under excluded specialties (neurosurgery is included if the task is generalizable, and this study is a bench-top simulation).",include,"The paper describes a semi-autonomous robotic system for image-guided brain tumour resection, which involves an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action. The study is a bench-top study, which is within the inclusion criteria for preclinical autonomy. The paper involves a physical surgical task (brain tumour resection) and includes a semi-autonomous component, meeting the criteria for surgical autonomy (Level 2–4 per Yang et al. taxonomy). The study is peer-reviewed and in English, published between 2010 and 2025. It is not excluded due to specialty (neurosurgery is excluded only if the task is specialty-specific, but this paper describes a generalizable autonomous task in a neurosurgical context).",False,IN,exclude,"The abstract describes a 'semi-automated laboratory setup' and a 'simulating' procedure. While it mentions robotic assistance, the focus is on the setup and simulation itself, not the execution of a surgical task *by* an autonomous/semi-autonomous robot. It lacks detail on the autonomous component actually controlling the robot to perform a surgical action. The study appears to be bench-top and focused on the system's development rather than evaluating autonomous surgical performance. Additionally, the specialty is neurosurgery, which is explicitly excluded unless the task is generalizable (which isn't indicated here).",FLAGGED,False,False,False,False,021451e8b6edc5e66d406108e13bda8c450651766ce295783d0951a7c090070b,a180c74e22f43591b11a7c135aed0644d19932cf97000cea7c2b7a9baa34095c,8.468,13.823,False
404,EE-252,exclude,exclude,"The paper describes a simulation study using a vegetable model to validate robot-based autonomous neuroregistration and neuronavigation for neurosurgery. However, it does not demonstrate or evaluate autonomous/semi-autonomous robotic behavior in the simulation. The study is focused on validating navigation accuracy in a simulated environment without involving a physical surgical task on tissue, phantoms, or in-vivo models. Additionally, the paper is related to neurosurgery, which is explicitly excluded unless the autonomous task is generalizable. The study does not involve a physical surgical task or an autonomous/semi-autonomous robotic component controlling a physical robot to execute a surgical action.",exclude,"The paper describes a simulation study using a vegetable model to validate robot-based autonomous neuroregistration and neuronavigation for neurosurgery. However, it is explicitly excluded because it is a simulation study that does not demonstrate or evaluate autonomous/semi-autonomous robotic behavior in the simulation. The study is focused on validating navigation accuracy in a simulated environment without involving a physical surgical task on tissue, phantoms, or in-vivo models. Additionally, the paper is in the excluded specialty of neurosurgery.",False,OUT,,,OUT,False,False,False,False,05aad062780b338a07dfaa76c18a4f0fe9b58975edb2e3530327bf2f68e3a16b,,7.302,,False
280,EE-128,exclude,include,"The paper describes a robot-assisted ophthalmic surgery system for subretinal injection, which involves an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action. The system performs autonomous retinal puncture guided by force feedback, which meets the intervention criteria (Level 3 or higher autonomy). The study involves a physical surgical task (ex vivo porcine eyes), and the outcomes include task accuracy (success rate), safety events (no retinal laceration or RPE penetration), and task completion metrics (needle force variation, bubble shape, fluid volume). The paper is in English, peer-reviewed, and published between 2010 and 2025. It is within the included specialty (ophthalmic surgery) and does not meet any exclusion criteria.",include,"The paper describes a robot-assisted ophthalmic surgery system for subretinal injection, which involves an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action. The system performs autonomous retinal puncture guided by force feedback, which meets the intervention criteria (Level 3 or higher autonomy). The study involves a physical surgical task (ex vivo porcine eyes), and the outcomes include task accuracy (success rate), safety events (no retinal laceration or RPE penetration), and task completion metrics (needle force variation, bubble shape, fluid volume). The paper is in English, peer-reviewed, and published between 2010 and 2025. It is within the included specialty (ophthalmic surgery) and does not meet any exclusion criteria.",False,IN,exclude,"The study focuses on ophthalmic surgery, which is explicitly excluded from the specialty scope. While the abstract describes autonomous retinal puncture, the overall context is a procedure within an excluded specialty.",FLAGGED,False,False,False,False,c403df6fff039d104c2d8141eef562cf16cdba5018fad76b53b96bdc9ef72c32,f753a9b786a512a61e354e6b5fc8f0741b7a8946a04af92f0568e78a35f297ef,9.981,6.703,False
333,EE-181,exclude,include,"The paper describes an autonomous robotic system for subretinal injections, which involves a physical surgical task (subretinal injection) on an in-vivo model (porcine eyes). The system includes autonomous navigation via a robot-assisted workflow with CNN and MPC, which demonstrates autonomous or semi-autonomous control. The study meets the inclusion criteria for population, intervention, and outcomes. It is a peer-reviewed original research article in English, published between 2010 and 2025. The task involves a generalizable autonomous capability (needle navigation) and is not restricted to a specialty excluded from the review (ophthalmic surgery is excluded, but the task is not specialty-specific).",include,"The paper describes an autonomous robotic system for subretinal injections, which is a surgical task. The system uses iOCT for depth perception and includes autonomous navigation with CNN and MPC for tool-tip planning and tracking. The study involves a physical surgical task (porcine eyes) and includes metrics such as task accuracy (100% success rate), procedure duration, and safety (scleral forces below 15mN). The system is not purely teleoperated, as it includes autonomous decision-making and control. The paper is a peer-reviewed original research article in English, published between 2010 and 2025. It falls under ophthalmic surgery, which is excluded, but the task described (subretinal injection) is not specialty-specific and is considered a generalizable autonomous capability. Therefore, it meets the inclusion criteria.",False,IN,exclude,"The specialty is ophthalmic surgery, which is explicitly excluded. While the abstract describes autonomous needle navigation, the procedure (subretinal injection) falls within an excluded specialty.",FLAGGED,False,False,False,False,3c724360769413a2ae371bdb57ccfa9ecd59d7c4aa16d87233fac973a056154f,d8ed3e4c6eb725cb4b02b6b8740a20e67d567f3d6d1395f48be17ff462f321e3,9.597,6.521,False
650,EE-498,exclude,include,"The paper describes a data-driven control system for robot needle insertion in DALK, which is a surgical task. The system involves autonomous or semi-autonomous robotic control to execute a physical surgical action (needle insertion) on an ex vivo model. The study meets the inclusion criteria for population (surgical task on tissue), intervention (autonomous/semi-autonomous robotic control), and the study involves a physical surgical task. The paper is peer-reviewed, in English, and published within the specified timeframe. It does not meet any exclusion criteria such as being a systematic review, purely teleoperated, or non-surgical robotics.",include,"The paper describes a robotic system with autonomous or semi-autonomous control for performing a physical surgical task (needle insertion in DALK). The system uses a data-driven model and controller to guide the robot, which involves autonomous decision-making and execution of a surgical action. The study is conducted on an ex vivo model, which meets the inclusion criteria for physical surgical tasks. The paper is a peer-reviewed original research article in English, published between 2010 and 2025. It involves an autonomous robotic component that controls the physical robot to execute a surgical action, and it does not fall under excluded categories such as purely teleoperated systems or non-surgical robotics.",False,IN,exclude,"The abstract describes a robotic needle insertion system, but focuses on *controlling* the robot based on a model predictive controller. It does not demonstrate or evaluate autonomous/semi-autonomous *behavior* of the robot itself. The core contribution is a control algorithm, not an autonomous surgical task. This falls under the exclusion criterion of 'ML/CV methodology papers that only analyze...without controlling a robot to execute a surgical action'. Additionally, the specialty is ophthalmic surgery, which is explicitly excluded.",FLAGGED,False,False,False,False,946db0bc2c7434f2178b9c7b5b873fd124fcdc05151ab7d5b17ce06434bc6a65,6d5a7f529799765dd6e910588073f94020664041f62a4442859efd70921b617d,8.145,12.033,False
325,EE-173,exclude,exclude,"The paper describes a robotic system for cochlear implant surgery, but it does not involve an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action. Instead, it describes a dedicated motorized device for automated electrode insertion, which may be considered a specialized tool rather than an autonomous system. Additionally, the paper does not meet the inclusion criteria for surgical robotics as defined in the review focus and criteria, particularly the requirement for an autonomous or semi-autonomous component making independent decisions about motion, planning, or execution.",exclude,"The paper describes a robotic system for cochlear implant surgery, but it does not involve an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action. Instead, it describes a dedicated motorized device for automated electrode insertion, which may be considered a specialized tool rather than an autonomous system. Additionally, the paper does not meet the inclusion criteria for surgical robotics as defined in the review focus and criteria, particularly the requirement for an autonomous or semi-autonomous component making independent decisions about motion, planning, or execution.",False,OUT,,,OUT,False,False,False,False,31b263d629fb381cb5012c38ffa451c80002c8515ba581929d068167877bd086,,7.068,,False
426,EE-274,exclude,include,"The paper describes a semi-automated robotic system (IRISS) that integrates OCT for cataract removal, with real-time supervision and intervention. It involves an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action (lens extraction). The study involves a physical surgical task (cataract removal on postmortem pig eyes), and the system is not purely teleoperated. The paper is a peer-reviewed original research article in English, published between 2010 and 2025. The task accuracy and safety outcomes are reported (complete lens extraction, no capsule rupture). The specialty is ophthalmic surgery, which is excluded, but the task (cataract removal) is a generalizable autonomous capability and is included under the 'bench/preclinical autonomy' category.",include,"The paper describes a semi-automated robotic system (IRISS) that integrates OCT for cataract removal, with real-time supervision and intervention by surgeons. It involves an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action (lens extraction). The study involves a physical surgical task (cataract removal on postmortem pig eyes), and the system is not purely teleoperated. The paper is a peer-reviewed original research article in English, published between 2010 and 2025. The task is within the included specialty (ophthalmic surgery), but since the paper describes a generalizable autonomous task (OCT-guided lens removal), it is included. The study meets the inclusion criteria and does not meet any exclusion criteria.",False,IN,exclude,"The specialty is ophthalmic surgery, which is explicitly excluded. While the abstract describes a semi-automated system, the exclusion criteria specifically exclude ophthalmic surgery papers.",FLAGGED,False,False,False,False,437ee772dccd5561b7eaeaa212522d01968b502e373359391557e4bad5da6e02,c62560c72739757ef86fb0a42469fda8dfc10a81e58ce323f2ebedc9631bdb6b,9.935,6.302,False
596,EE-444,exclude,include,"The paper describes an autonomous cornea suturing robotic system that performs physical surgical tasks on tissue (cornea). It involves an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action (needle insertion and knot tying). The study is peer-reviewed, published in English, and within the 2010-2025 timeframe. It addresses task accuracy and feasibility of autonomous surgical actions, aligning with the review's focus on autonomy in surgical robotics. The specialty (ophthalmic surgery) is excluded, but the paper describes a generalizable autonomous task (cornea suturing) that is not specialty-specific. The abstract provides sufficient information to determine eligibility.",include,"The paper describes an autonomous cornea suturing robotic system that performs physical surgical tasks on tissue (cornea). It involves an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action (needle insertion and knot tying). The study is peer-reviewed, published in English, and within the 2010-2025 timeframe. It addresses task accuracy and feasibility of autonomous surgical actions, aligning with the review's focus on autonomy in surgical robotics. The specialty (ophthalmic surgery) is excluded, but the paper describes a generalizable autonomous task (cornea suturing) that is not specialty-specific. The abstract provides sufficient information to determine eligibility.",False,IN,exclude,"The specialty is ophthalmic surgery, which is explicitly excluded. While the abstract describes autonomous suturing, the specialty context triggers exclusion per the defined scope.",FLAGGED,False,False,False,False,9d1b01bafa4700b9125a5587a740d35f8dad2d6043278730c9e6dad98a61799d,2b53f8bbb59b15dba5d07c74079de1af164f799cc9a8a0acbff885c33d66120d,8.758,6.149,False
341,EE-189,exclude,include,"The paper describes an autonomous robotic system for subretinal injection, which is a surgical task. The system uses intelligent real-time processing of iOCT volumes for navigation, indicating an autonomous or semi-autonomous component. The study involves a physical surgical task (subretinal injection) on an ex-vivo model (porcine eyes), and the robotic system controls the execution of the surgical action. The paper is a peer-reviewed original research article in English, published between 2010 and 2025. It is within the scope of ophthalmic surgery, which is included in the review. The paper does not meet any exclusion criteria such as purely teleoperated systems or non-surgical robotics.",include,"The paper describes an autonomous robotic system for subretinal injection, which is a surgical task. The system uses intelligent real-time processing of iOCT volumes for navigation, indicating an autonomous or semi-autonomous component. The study involves a physical surgical task (subretinal injection) on an ex-vivo model (porcine eyes), and the robotic system controls the execution of the surgical action. The paper is a peer-reviewed original research article in English, published between 2010 and 2025. It is within the scope of ophthalmic surgery, which is included in the review. The paper does not meet any exclusion criteria such as purely teleoperated systems or non-surgical robotics.",False,IN,exclude,"The abstract describes a robotic system for subretinal injection, which falls under ophthalmic surgery – an excluded specialty. While the system utilizes autonomous navigation, the procedure itself is specifically ophthalmic, triggering the exclusion criteria. The abstract does not describe a generalizable autonomous task.",FLAGGED,False,False,False,False,0f4d90576cd278cf8c4ef35399f237a255961d050d883f477b7be210c916121d,aaea43b03d4d117f3cde01d194d6b8a887560ae5f84f22cb5d337c89031f889c,8.897,8.313,False
705,EE-553,exclude,exclude,"The paper describes a semi-autonomous surgical robot for human retina surgery, which falls under ophthalmic surgery, a specialty explicitly excluded in the review. Additionally, the abstract does not provide sufficient detail to confirm that the system involves autonomous or semi-autonomous control of a physical robot executing a surgical task, nor does it mention the required outcomes such as task accuracy, completion time, or safety events.",exclude,"The paper describes a semi-autonomous surgical robot for human retina surgery, which falls under ophthalmic surgery, a specialty explicitly excluded in the review. Additionally, the abstract does not provide sufficient detail to confirm that the system involves autonomous or semi-autonomous control of a physical robot executing a surgical task, nor does it mention the required outcomes such as task accuracy, completion time, or safety events.",False,OUT,,,OUT,False,False,False,False,fe82f9760893de669e8ad44ac4cc9893072af024564b6236fe573afa325ffebc,,5.441,,False
309,EE-157,exclude,include,"The paper describes an autonomous robotic system for retinal microsurgery, involving a physical surgical task (subretinal injection) on an in-vivo model (pig eyes). The system autonomously navigates the needle using RGB-D imaging and integrates convolutional neural networks and model predictive control to execute the task. The paper involves an autonomous or semi-autonomous robotic component that controls the physical robot to perform a surgical action, meeting the inclusion criteria. The study is peer-reviewed, in English, and published between 2010 and 2025. It does not fall under excluded specialties (ophthalmic surgery is excluded, but the paper is about retinal microsurgery, which is excluded under the specialty scope).",include,"The paper describes an autonomous robotic system for retinal microsurgery, involving a physical surgical task (subretinal injection) on an in-vivo model (pig eyes). The system integrates autonomous navigation using RGB-D images and convolutional neural networks, with real-time control of the surgical tool. The autonomy level appears to exceed Level 1 (robot assistance under continuous human control) and aligns with Levels 3–5 (semi-autonomous to fully autonomous). The study evaluates task accuracy (successful SI trials), safety (no mention of tissue damage or unplanned stops), and autonomy level achieved. The paper is peer-reviewed, in English, and published between 2010 and 2025. It is within the included specialty (ophthalmic surgery is excluded, but the paper is about retinal microsurgery, which is excluded under the specialty scope. However, the paper is about a generalizable autonomous task (subretinal injection) performed in an ophthalmic context, which is included under the not…",False,IN,exclude,"The specialty is ophthalmic surgery, which is explicitly excluded. While the abstract describes autonomous navigation, the procedure (retinal microsurgery) falls within an excluded specialty.",FLAGGED,False,False,False,False,518ae4ecf51c67ebbf2f42797454a7d52ef4f07a33959d98d7b3b89ede475e72,aeaf88b801bfcd88ea295146760edc5cbb0478e9eee65d6438a5ae78a489d7f0,11.213,6.421,False
730,EE-578,exclude,include,"The paper describes a surgical robot for vitreoretinal surgery that autonomously detects the height of the robotic tool tip using shadow projection. This involves an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action (ILM peeling and cannulation). The study involves a physical surgical task (vitreoretinal surgery) and includes metrics related to task accuracy (height estimation error). The paper is in English, peer-reviewed, and published within the specified timeframe. It does not meet any exclusion criteria such as being a systematic review, purely teleoperated, or non-surgical robotics.",include,"The paper describes a surgical robot for vitreoretinal surgery that autonomously detects the height of the robotic tool tip using shadow projection. This involves an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action (ILM peeling and cannulation). The study involves a physical surgical task (vitreoretinal surgery) and includes metrics related to task accuracy (height estimation error). The paper is in English, peer-reviewed, and published within the specified timeframe. It does not meet any exclusion criteria such as being a systematic review, purely teleoperated, or non-surgical robotics.",False,IN,exclude,"The specialty is ophthalmic surgery, which is explicitly excluded. While the abstract describes autonomous positioning, the surgical task (vitreoretinal surgery/ILM peeling) falls within an excluded specialty.",FLAGGED,False,False,False,False,1c9a100dd253ea6fd0f9427c0ce1dba2573c668c243a3b059bf8ebddf8de1e1a,6af544ad5d80ba42303976fe35671a28bbcff37e7da4206145cbfd9f14a8df4f,7.803,6.848,False
785,EE-633,exclude,include,"The paper describes a robotic system used for bone drilling in orthopedic trauma surgery, which is within the included specialty. The system is autonomous or semi-autonomous as it performs bone drilling with defined parameters and automatic stop functionality. The study involves physical surgical tasks on real bones, and the robot controls the drilling process. The paper meets the inclusion criteria for language, peer-reviewed status, and publication date. It also involves an autonomous robotic component that directs the physical robot to execute a surgical action, which aligns with the review focus.",include,"The paper describes an autonomous robotic system for bone drilling in orthopedic trauma surgery. It involves a physical surgical task (bone drilling) on in-vivo models (porcine, bovine, and human bones). The robotic system controls the drilling process autonomously, with features such as automatic stop based on cortex recognition and real-time measurement of bone thickness. The study includes task accuracy (drilling depth accuracy of 0.1 mm) and safety metrics (minimal soft tissue penetration). The system is not purely teleoperated, as it makes independent decisions about motion and execution. The paper is in English, peer-reviewed, and published between 2010 and 2025. It falls within the included specialty (orthopedic surgery) and does not meet any exclusion criteria.",False,IN,exclude,"The paper focuses on orthopedic trauma surgery, which is an excluded specialty. While the abstract describes a robot performing bone drilling, the specialty context dictates exclusion based on the defined scope. Although bench/preclinical tasks are included regardless of specialty, this study is clearly applied to orthopedic trauma, not a generalizable task.",FLAGGED,False,False,False,False,0d529deb784c3a46df0b437a2ac9444272cfa688f7a403ddaea5917f682761cb,53635a9e4f9104675efb0d4a2cfaca422b793b070dad7e6fe6e5525548c25b7e,8.347,8.953,False
684,EE-532,exclude,include,"The paper describes an autonomous robotic system for spinal osteotomy, which is a physical surgical task performed on a phantom. The system autonomously controls the robotic milling process, which involves independent decision-making for path determination and execution. The study evaluates task accuracy and margin precision, which aligns with the outcomes of interest. The system is not purely teleoperated, and the paper is a peer-reviewed original research article in English, published between 2010 and 2025. The specialty is spinal surgery, which is included in the review's scope.",include,"The paper describes an autonomous robotic system for spinal osteotomy, which is a physical surgical task performed on a phantom. The system autonomously controls the robotic milling process, which involves independent decision-making for path determination and execution. The study evaluates task accuracy and margin precision, which aligns with the outcomes of interest. The system is not purely teleoperated, and the paper is a peer-reviewed original research article in English, published between 2010 and 2025. The specialty is spinal surgery, which is included in the review scope.",False,IN,exclude,"The study focuses on robotic spine osteotomy, which falls under orthopedic surgery – an excluded specialty. While the abstract describes a physical surgical task performed with a robotic system, the specialty context dictates exclusion based on the defined scope.",FLAGGED,False,False,False,False,f9ff013d883ec5298de08cfc7daa6ec692a8c48912e04f17b01ffa090f72465e,50083997c251d1768a5b8c17c8df6735a4f5ce9995a43e35aa239c2931ee4cf5,7.312,7.407,False
782,EE-630,exclude,include,"The paper describes a fully automated active robotic system used in total knee arthroplasty, which involves a physical surgical task (in-vivo human surgery). The system performs autonomous actions (milling of bone surfaces with a high-speed burr), which aligns with the inclusion criteria for autonomous or semi-autonomous robotic systems. The study evaluates safety and efficacy, which are relevant outcomes. The paper is a peer-reviewed original research article in English, published between 2010 and 2025. It does not appear to be a systematic review, meta-analysis, or conference abstract without a full paper. The specialty is orthopedic surgery, which is excluded only if the task is specialty-specific. Since the task (bone milling) is generalizable, the paper is included.",include,"The paper describes a fully automated active robotic system used in total knee arthroplasty, which involves a physical surgical task (in-vivo human surgery). The system performs autonomous actions (milling of bone surfaces with a high-speed burr), which aligns with the inclusion criteria for autonomous or semi-autonomous robotic systems. The study evaluates safety and efficacy, which are relevant outcomes. The paper is a peer-reviewed original research article in English, published between 2010 and 2025. It does not appear to be a systematic review, meta-analysis, or conference abstract without a full paper. The specialty is orthopedic surgery, which is excluded only if the task is specialty-specific. Since the task (bone milling) is generalizable, the paper is included.",False,IN,exclude,"The study focuses on Total Knee Arthroplasty (TKA), which falls under orthopedic surgery – an excluded specialty. While the system is described as 'fully automated', the context is a specialty-specific task (TKA) and therefore excluded per the specialty scope guidelines.",FLAGGED,False,False,False,False,9a3c2e613c6a9d46abea3d014b95a0b2c5592bbeeb293dc753fd53488a77977f,379bd099b5c5d4c2f2b7a288524bdc62b70e1df608a6785d193b9c10f9d5ca28,9.719,8.588,False
403,EE-251,exclude,include,"The paper describes a robotic guidance system for semi-automated, minimally invasive pedicle screw placement in a cadaver study. The robotic system autonomously aligns with the planned screw trajectory, indicating a level of autonomy (likely Level 3 or 4 per Yang et al. taxonomy). The study involves a physical surgical task (pedicle screw placement) and includes accuracy measurements, which align with the outcomes of interest. The paper is peer-reviewed, in English, and published between 2010 and 2025. It does not involve purely teleoperated systems or manual surgery without autonomous components. The specialty is spinal surgery, which is included in the review's scope.",include,"The paper describes a robotic guidance system for semi-automated, minimally invasive pedicle screw placement in a cadaver study. The robotic system autonomously aligns with the planned screw trajectory, indicating a level of autonomy (likely Level 3 or 4 per Yang et al. taxonomy). The study involves a physical surgical task (pedicle screw placement) and includes accuracy measurements, which align with the outcomes of interest. The paper is peer-reviewed, in English, and published between 2010 and 2025. It does not involve purely teleoperated systems or manual surgery without autonomous components. The specialty is spinal surgery, which is included in the review's scope.",False,IN,exclude,"The study focuses on navigated spine surgery, which falls under the excluded specialty of neurosurgery. While the abstract describes a robotic *assistance* component, the task (pedicle screw placement) is a specialty-specific neurosurgical procedure. The inclusion criteria explicitly exclude neurosurgery unless the autonomous task is generalizable, which this is not.",FLAGGED,False,False,False,False,74f10c3e72f6b1c372920d6baf5906ef4a0040b7519988d7cab97b0832861c6d,fe0365e5796d4f3f91f39fab413c93d06bbb2c5c943f278c60ce52393b0c393f,8.768,9.485,False
795,EE-643,exclude,include,"The paper describes a handheld robot designed for bone drilling assistance, which involves an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action. The system includes a coordinated controller that assists the surgeon, with force sensors and an admittance controller to compute velocity commands. The robot end-effector performs the drilling action, while the surgeon controls the handle. This meets the inclusion criteria for involving a physical surgical task (bone drilling) and an autonomous/semi-autonomous robotic component. The study is within the scope of orthopedic surgery, which is excluded only if the task is specialty-specific. Bone drilling is a generalizable autonomous task, so the paper is included.",include,"The paper describes a handheld robot designed for bone drilling assistance, which involves an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action. The system includes a coordinated controller that assists the surgeon, with force sensors and an admittance controller to compute velocity commands. The robot end-effector drives the surgical tool, and the system compensates for human deviation to maintain the target trajectory. This meets the inclusion criteria for involving an autonomous or semi-autonomous robotic component in a physical surgical task (bone drilling). The study is peer-reviewed, in English, and within the publication date range. It is relevant to orthopedic surgery, which is included in the specialty scope.",False,IN,exclude,"The abstract describes a handheld robot *assisting* the surgeon, but the surgeon still positions the handle and directs the tool. The robot provides force sensing and trajectory compensation, but does not independently plan or execute the drilling. This is a coordinated control system, but remains fundamentally teleoperated, failing the requirement for an autonomous or semi-autonomous component that controls or directs the surgical action. It is a master-slave system with added assistance, not a system with independent decision-making.",FLAGGED,False,False,False,False,d437e202fd40b98177214a731a4f826c0de56ba6448eb8ea30825fb2838d3f38,f58e3795a429ad1092587d9917a19706c822377ccd5a301974efaf7aae5dd7c2,8.732,11.968,False
655,EE-503,exclude,exclude,"The paper describes the use of a robotic system in total knee arthroplasty, but it does not involve any level of surgical autonomy (Levels 1–5 per the Yang et al. taxonomy). The robotic system is used for precise bone resection and implant placement under human control, which is considered teleoperated or manually guided, not autonomous or semi-autonomous. The study does not mention any autonomous decision-making, planning, or execution by the robotic system.",exclude,"The paper describes the use of a robotic system in total knee arthroplasty, but it does not involve any level of surgical autonomy (Levels 1–5 per the Yang et al. taxonomy). The robotic system is used for precise bone resection and implant placement under human control, which is considered teleoperated or manually guided, not autonomous or semi-autonomous. The study does not mention any autonomous decision-making or control by the robotic system.",False,OUT,,,OUT,False,False,False,False,ad550fb2ffb881d0e164e2a064d75f1353a283a3466cda39f33fe373fb9926d4,,6.441,,False
736,EE-584,exclude,exclude,"The paper describes a sensing system for bone drilling in orthopedic surgery but does not involve an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action. The system is presented as a sensing and feedback mechanism rather than an autonomous or semi-autonomous control system. It is also focused on orthopedic surgery, which is excluded unless the task is generalizable. The paper does not meet the inclusion criteria for autonomy in surgical robotics.",exclude,"The paper describes a sensing system for bone drilling in orthopedic surgery but does not involve an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action. The system is presented as a sensing and feedback mechanism rather than an autonomous or semi-autonomous control system. The focus is on force sensing and skidding detection, not on autonomous task execution or decision-making by the robotic system.",False,OUT,,,OUT,False,False,False,False,64914ad1b9c08d0c2c31b58f86f0baf315a4058f7fd28bb3c0338ec6810a2dc4,,6.068,,False
641,EE-489,exclude,include,"The paper describes an autonomous or semi-autonomous robotic system for orthopedic surgery, specifically for pedicle screw implantation. It involves a robotic component that controls or directs a physical robot to execute a surgical action, with a focus on automation through imitation learning and constraint optimization. The study involves a physical surgical task (pedicle screw implantation) and includes metrics such as task accuracy (distance and angular errors). The paper is peer-reviewed, in English, and published between 2010 and 2025. It is within the included specialty (orthopedic surgery) and meets the criteria for autonomy as it involves a system making independent decisions about motion and planning.",include,"The paper describes a system for orthopedic surgery (pedicle screw implantation) that incorporates autonomous or semi-autonomous robotic components. It involves a robotic system that performs physical surgical tasks (drilling and alignment) with a level of autonomy through imitation learning and constraint optimization. The study evaluates task accuracy (distance and angular errors) and demonstrates the system's ability to perform surgical tasks with reduced reliance on human input. The methodology includes both high-level motion planning and low-level control, which aligns with the inclusion criteria for autonomy in surgical robotics. The paper is peer-reviewed, in English, and published between 2010 and 2025. It is not a systematic review, meta-analysis, or conference abstract without a full paper. The focus is on orthopedic surgery, which is included in the specialty scope.",False,IN,exclude,"The paper focuses on orthopedic surgery, which is an excluded specialty according to the guidelines. While the abstract describes autonomous behavior, the specialty exclusion overrides inclusion criteria. The task is specialty-specific (pedicle screw implantation).",FLAGGED,False,False,False,False,94b05fad7a2f150a67c0493fca5303f24d689b1983ea6559bc621046b23d0403,a5893c0eb3a73cb22c41279ab04ca2177b35ea21fade96bdab92dfd5247d8360,9.894,8.059,False
270,EE-118,exclude,include,"The title suggests a comparison between autonomous robotic surgery and dynamic navigation in implant placement, which aligns with the focus on autonomous or semi-autonomous surgical robotic systems. The abstract mentions a randomized controlled trial, which implies a comparator (dynamic navigation), and the study involves a physical surgical task (implant placement). The paper appears to meet the inclusion criteria for language, peer-reviewed status, and involvement of an autonomous robotic component. Further details in the full paper will confirm whether it meets all criteria, including the specialty scope and absence of exclusion factors.",include,"The title suggests a comparison between autonomous robotic surgery and dynamic navigation in implant placement, which aligns with the focus on autonomous or semi-autonomous surgical robotic systems. The abstract mentions a randomized controlled trial, which implies a comparator (dynamic navigation), and the study involves a physical surgical task (implant placement). The paper appears to meet the inclusion criteria for language (English), peer-reviewed original research, and involvement of an autonomous or semi-autonomous robotic component. The specialty (implant placement) is not explicitly excluded, and the study is likely within the scope of general surgery or orthopedic surgery, which may be included if the task is generalizable.",False,IN,exclude,"The abstract explicitly describes implant placement, a procedure strongly associated with orthopedic surgery, which is an excluded specialty. While the abstract mentions 'autonomous robotic surgery', the context clearly indicates a specialty-specific application within orthopedic surgery, triggering the exclusion criteria. The study focuses on implant placement accuracy, a core orthopedic task.",FLAGGED,False,False,False,False,8c6bc84399b635e97ffedba2251963f08b48be514fe31779ce35cdb16b7b434d,c1f51a0360ceab9b5830d0a77f76d65cd58c414485befaff723063f3527c7882,7.578,8.598,False
