paper_id,ee_identifier,title,PI_decision,PI_notes,A_primary,A_final,A_rationale,B_primary,B_final,B_rationale,C_primary,C_final,C_rationale
579,EE-427,A new forecasting kinematic algorithm of automatic navigation for a laparoscopic minimally invasive surgical robotic system,include,,IN,FLAGGED,"verifier: While the abstract mentions 'autonomous navigation', the described system appears to automate camera control (visual window tracking) rather than directly controlling surgical instruments to perform …",IN,FLAGGED,"verifier: The abstract describes a system that *tracks* instrument marks and adjusts the visual window, but does not indicate the robot itself is performing any surgical action autonomously. The system appears…",IN,FLAGGED,"verifier: The abstract describes a system that *tracks* instrument marks and adjusts the visual window, but does not indicate the robot itself is performing any surgical action autonomously. The system appears…"
583,EE-431,A supervision system for the intuitive usage of a telemanipulated surgical robotic setup,include,,IN,FLAGGED,"verifier: While the abstract mentions 'autonomous tasks, e.g. cutting or needle-insertion', the primary focus appears to be a *supervision system* for a telemanipulated setup. The description emphasizes telema…",OUT,OUT,"primary: The paper describes a telemanipulated surgical robotic system with haptic feedback and supervision features, but it does not involve autonomous or semi-autonomous robotic components that control or d…",OUT,OUT,"primary: The paper describes a telemanipulated surgical robotic system with a supervision system for intuitive usage, but it does not involve an autonomous or semi-autonomous robotic component that controls o…"
344,EE-192,Accuracy of implant placement via dynamic navigation and autonomous robotic computer-assisted implant surgery methods: A retrospective study.,exclude,,IN,FLAGGED,verifier: The abstract mentions 'autonomous robotic computer-assisted implant surgery' but provides minimal detail. It focuses on comparing accuracy between two computer-assisted implant surgery (CAIS) methods…,OUT,OUT,primary: The abstract does not provide sufficient information to determine if the paper meets the inclusion criteria. It mentions 'dynamic navigation and autonomous robotic computer-assisted implant surgery m…,OUT,OUT,primary: The abstract does not provide sufficient information to determine if the paper involves autonomous or semi-autonomous robotic systems performing physical surgical tasks. It mentions 'dynamic navigati…
363,EE-211,Achieving functional alignment in total knee arthroplasty: early experience using a second-generation imageless semi-autonomous handheld robotic sculpting system.,exclude,orthopedic/spine,IN,FLAGGED,"verifier: The abstract describes a 'semi-autonomous' system, but the description focuses on *assisting* the surgeon and maintaining accuracy of *desired* alignment chosen by the surgeon. The robot appears to b…",OUT,OUT,"primary: The paper describes a semi-autonomous robotic system used in total knee arthroplasty, but it does not clearly involve the robotic system controlling or directing a physical robot to execute a surgica…",OUT,OUT,"primary: The paper describes a semi-autonomous robotic system used in total knee arthroplasty, but it is primarily focused on surgical tips and tricks for achieving functional alignment, not on evaluating the…"
384,EE-232,Active robotic technologies for total knee arthroplasty.,exclude,orthopedic/spine,IN,FLAGGED,"verifier: The abstract explicitly states the system operates with 'surgeon guidance and control' and that the robot follows a 'cut path defined by a CT-based preoperative plan.' This indicates a pre-planned, s…",OUT,OUT,"primary: The paper describes an active robotic system for total knee arthroplasty, which is a type of orthopedic surgery. According to the exclusion criteria, orthopedic surgery is excluded unless the autonom…",OUT,OUT,"primary: The paper describes an active robotic system for total knee arthroplasty, where the robot is used for planning and executing the surgical procedure with surgeon guidance and control. However, the sys…"
222,EE-092,Adaptive Artificial Intelligence Based Model Base Controller: Applied to Surgical Endoscopy Telemanipulator,include,,IN,FLAGGED,"verifier: The abstract describes a telemanipulator and a controller to *localize* an endoscopic tool. While it uses AI, the system appears to be primarily teleoperated with a controller assisting positioning, …",OUT,OUT,"primary: The paper describes a surgical robot assistant with an artificial intelligence-based controller for endoscopic tool localization, but it does not mention any level of autonomy (Levels 1–5) or any aut…",OUT,OUT,"primary: The paper describes a surgical robot assistant with an artificial intelligence-based controller for endoscopic tool localization, but it does not mention any level of autonomy (Levels 1–5) or semi-au…"
139,EE-057,An Error Compensation Method for Surgical Robot Based on RCM Mechanism,exclude,,IN,FLAGGED,"verifier: The abstract describes a kinematic calibration method to *improve* the accuracy of a surgical robot, but does not mention any autonomous or semi-autonomous behavior. The robot is still controlled and…",OUT,OUT,"primary: The paper focuses on error compensation in surgical robots based on RCM mechanisms, but it does not mention any level of autonomy or semi-autonomy in the robotic system. The study appears to be about…",OUT,OUT,primary: The paper describes a method for error compensation in surgical robots based on RCM mechanisms but does not mention any level of autonomy or semi-autonomy in the robotic system. The focus is on kinem…
425,EE-273,An open-source automated surgical instrument for microendoscope implantation.,exclude,neurosurgery,IN,FLAGGED,"verifier: While the abstract mentions 'robotic control' and 'automatic tissue aspiration', the system appears to be a computer-controlled stereotaxic instrument. The description suggests the user interacts wit…",IN,FLAGGED,"verifier: While the abstract mentions 'robotic control' and 'automatic tissue aspiration', it primarily describes a system where a user interacts with a GUI to control the needle. The description lacks evidenc…",IN,FLAGGED,"verifier: While the abstract mentions 'robotic control' and 'automatic tissue aspiration', it primarily describes a system where a user interacts with a GUI to control the needle. The description lacks evidenc…"
387,EE-235,Assessment of accuracy of an imageless hand-held robotic-assisted system in component positioning in total knee replacement: a prospective study.,exclude,orthopedic/spine,IN,FLAGGED,"verifier: While the abstract mentions a 'semi-autonomous' robotic system, the description focuses on *assistance* with bone preparation and achieving planned alignment. The robot doesn't independently plan or …",IN,FLAGGED,"verifier: The abstract describes a 'semi-autonomous' system, but details indicate it's a hand-held robotic *assistance* tool used by a surgeon. The surgeon performs the bone cuts, and the robot provides guidan…",IN,FLAGGED,"verifier: The abstract describes a 'semi-autonomous' system, but details indicate it's a hand-held robotic *assistance* tool used by a surgeon. The surgeon performs the bone cuts, and the robot provides guidan…"
728,EE-576,Atraumatic Insertion of a Cochlear Implant Pre-Curved Electrode Array by a Robot-Automated Alignment with the Coiling Direction of the Scala Tympani,exclude,,IN,FLAGGED,"verifier: The abstract describes a robot *assisting* with insertion and alignment, but does not indicate any autonomous decision-making or control of the surgical action (insertion itself). The system appears …",IN,FLAGGED,"verifier: The abstract describes a robot *assisting* with insertion and alignment, but does not indicate any autonomous decision-making or control over the surgical action itself. The system appears to be navi…",OUT,OUT,"primary: The paper describes a robotic system for inserting a cochlear implant electrode array, but it does not clearly specify the level of autonomy (Levels 1–5 per the Yang et al. taxonomy) or whether the s…"
134,EE-055,Automatic keypoint generation in learning-by-demonstration trajectories for a surgical robot,exclude,,IN,FLAGGED,"verifier: While the paper discusses increasing the autonomy of surgical robots and learning from demonstrations, the abstract focuses on *generating* trajectories and keypoints *from* demonstrated procedures. …",OUT,OUT,"primary: The paper describes a methodology for automatic keypoint generation in surgical robot trajectories using learning-by-demonstration, but it does not involve autonomous or semi-autonomous robotic syste…",OUT,OUT,"primary: The paper describes a methodology for automatic keypoint generation in surgical robot trajectories using learning-by-demonstration, but it does not involve an autonomous or semi-autonomous robotic co…"
569,EE-417,Automation of retinal surgery: A shared control robotic system for laser ablation,include,,IN,FLAGGED,"verifier: The abstract describes a shared control system where the robot *assists* with positioning a laser based on operator input, but the operator still directly controls the laser. The robot tracks motion …",OUT,OUT,"primary: The paper describes a shared control robotic system for retinal surgery, which involves a level of autonomy (shared control). However, the specialty of retinal surgery (ophthalmic surgery) is explici…",OUT,OUT,"primary: The paper describes a shared control robotic system for retinal surgery, which involves a human clinician and robot collaborating during the procedure. However, it does not meet the inclusion criteri…"
267,EE-115,Cannula-mounted Robots for Semi-autonomous Vertebroplasty: A Comparison of Piezo-based and Screw-based Inchworm Drive Designs.,exclude,orthopedic/spine,IN,FLAGGED,"verifier: The paper describes a robot designed for cannula insertion, which is a surgical task. However, the abstract explicitly states the robot is for *semi-autonomous* insertion, but does not detail *how* t…",OUT,OUT,"primary: The paper describes a semi-autonomous robotic system for vertebroplasty, which is a procedure in orthopedic surgery. However, the paper focuses on the mechanical design and performance of the robot r…",OUT,OUT,"primary: The paper describes a cannula-mounted robot for semi-autonomous vertebroplasty, but it does not involve an autonomous or semi-autonomous robotic component that controls or directs a physical robot to…"
103,EE-046,Collaborative spinal robot system for laminectomy: a preliminary study,exclude,orthopedic/spine,IN,FLAGGED,"verifier: The abstract describes a 'collaborative spine robot system' assisting with laminectomy, but does not detail any autonomous or semi-autonomous behavior. The system appears to be a robot-assisted tool …",IN,FLAGGED,"verifier: While the abstract mentions a 'collaborative spine robot system', it does not detail any autonomous or semi-autonomous behavior. The system *assists* with laminectomy, but the description strongly su…",IN,FLAGGED,"verifier: While the abstract mentions a 'collaborative spine robot system', it does not detail any autonomous or semi-autonomous behavior. The system *assists* with laminectomy, but the description strongly su…"
385,EE-233,Concepts and techniques of a new robotically assisted technique for total knee arthroplasty: the ROSA knee system.,exclude,orthopedic/spine,IN,FLAGGED,"verifier: The abstract explicitly states the system is 'collaborative robotics, where the surgeon remains in charge' and the surgeon 'handles the saw and performs the cuts'. The robot 'places and holds the gui…",IN,FLAGGED,"verifier: The abstract explicitly states the system is 'collaborative robotics, where the surgeon remains in charge' and that the surgeon 'handles the saw and performs the cuts'. This indicates the robot *assi…",IN,FLAGGED,"verifier: The abstract explicitly states the system is 'collaborative robotics, where the surgeon remains in charge' and that the surgeon 'handles the saw and performs the cuts'. This indicates the robot *assi…"
190,EE-080,Cooperative Object Manipulation with Force Tracking on the da Vinci Research Kit,include,,IN,FLAGGED,"verifier: While the abstract mentions 'shared autonomy' and a controller for cooperative manipulation, the system fundamentally relies on a master-slave setup with impedance control. The robot does not indepen…",IN,FLAGGED,"verifier: While the abstract mentions 'shared autonomy' and a controller for cooperative manipulation, the core functionality described is impedance control *assisting* a human operator. The system does not in…",OUT,OUT,"primary: The paper describes a controller for cooperative object manipulation with force tracking on the da Vinci Research Kit, but it does not involve an autonomous or semi-autonomous robotic component that …"
71,EE-031,Dynamic Motion Planning for Autonomous Assistive Surgical Robots,exclude,,IN,FLAGGED,"verifier: While the abstract mentions a 'robotic manipulator' and 'laparoscopic operations', it focuses on *planning* collision-free trajectories. It does not describe the robot *executing* a surgical action a…",IN,FLAGGED,verifier: The abstract focuses on motion planning for a robotic manipulator but does not explicitly state that the robot *executes* a surgical action autonomously. It describes a trajectory generator and valid…,IN,FLAGGED,verifier: The abstract focuses on motion planning for a robotic manipulator but does not explicitly state that the robot *executes* a surgical action autonomously. It describes a trajectory generator and valid…
238,EE-097,Error Compensation Method for High Precision Microsurgical Robot with RCM Manipulator,exclude,,IN,FLAGGED,"verifier: The abstract describes a robot performing microsurgery, but focuses on error compensation and improving accuracy through kinematic calibration and redundancy resolution. There is no mention of any au…",OUT,OUT,"primary: The paper describes a method for error compensation in a microsurgical robot used for retinal surgery, but it does not involve autonomous or semi-autonomous robotic systems performing physical surgic…",OUT,OUT,"primary: The paper describes a method for error compensation in a microsurgical robot used for retinal microsurgery. However, it does not involve any level of surgical autonomy (Levels 1–5 per the Yang et al.…"
161,EE-065,Image-Based Planning of Minimally Traumatic Inner Ear Access for Robotic Cochlear Implantation,exclude,,IN,FLAGGED,"verifier: The abstract describes a trajectory planning system that *generates* paths for a robot, but does not state that the robot *executes* those paths autonomously or semi-autonomously. The system appears …",OUT,OUT,"primary: The paper describes a planning strategy for robotic cochlear implantation, but it does not involve an autonomous or semi-autonomous robotic component that controls or directs a physical robot to exec…",OUT,OUT,"primary: The paper describes a planning strategy for robotic cochlear implantation using image guidance, but it does not involve an autonomous or semi-autonomous robotic component that controls or directs a p…"
774,EE-622,Image-guidance and robotic technology to support surgery on the lateral skull base,exclude,,IN,FLAGGED,"verifier: While the abstract mentions robotic technology for automated drilling and milling, it doesn't clearly demonstrate *autonomous* or *semi-autonomous* control. The description focuses on robotic systems…",OUT,OUT,"primary: The paper focuses on image-guidance and robotic technology for microsurgery in the lateral skull base, but it does not clearly describe autonomous or semi-autonomous robotic systems performing physic…",OUT,OUT,primary: The paper discusses image-guidance and robotic technology for lateral skull base surgery but does not clearly describe an autonomous or semi-autonomous robotic component that controls or directs a ph…
112,EE-048,In-Vivo Validation of a Novel Robotic Platform for Endovascular Intervention,exclude,,IN,FLAGGED,"verifier: The abstract is extremely brief and does not describe any autonomous or semi-autonomous behavior. It only states the platform *can potentially improve execution*, which doesn't indicate the robot is …",OUT,OUT,primary: The abstract does not provide sufficient information to determine if the paper meets the inclusion criteria. It lacks details on whether the robotic platform involves autonomous or semi-autonomous be…,OUT,OUT,primary: The abstract does not provide sufficient information to determine if the paper involves autonomous or semi-autonomous robotic systems performing physical surgical tasks. It mentions a robotic platfor…
786,EE-634,Laparoscope Manipulator Control for Minimally Invasive Surgery,include,,IN,FLAGGED,"verifier: The abstract describes a robot that *maintains* a view based on detected instrument tips, but does not describe the robot performing any surgical action itself (cutting, suturing, grasping, etc.). It…",OUT,OUT,"primary: The paper describes a laparoscope manipulator robot designed to automatically control the position of the laparoscope using visual information, but it does not clearly involve autonomous or semi-auto…",OUT,OUT,"primary: The paper describes a laparoscope manipulator robot that automatically controls the position of the laparoscope using visual information. However, it does not involve an autonomous or semi-autonomous…"
419,EE-267,Low rate of iatrogenic complications during unicompartmental knee arthroplasty with two semiautonomous robotic systems.,exclude,orthopedic/spine,IN,FLAGGED,"verifier: The abstract describes a 'semiautonomous' robotic system, but clarifies it is 'surgeon-driven'. This indicates a purely teleoperated system where the surgeon maintains continuous control, failing the…",OUT,OUT,"primary: The paper describes a study on unicompartmental knee arthroplasty using semiautonomous robotic systems, but it does not involve an autonomous or semi-autonomous robotic component that controls or dir…",OUT,OUT,primary: The paper describes the use of semiautonomous robotic systems in unicompartmental knee arthroplasty but does not provide sufficient detail to confirm the presence of an autonomous or semi-autonomous …
765,EE-613,Model-based trajectory tracking of a compliant continuum robot,exclude,,IN,FLAGGED,"verifier: While the abstract mentions surgical applications, the study focuses on *controlling* the robot's trajectory, not on the robot autonomously *performing* a surgical task. The robot follows a 'dynamica…",OUT,OUT,"primary: The paper focuses on the control methodology of a compliant continuum robot for trajectory tracking, but it does not mention any level of surgical autonomy (Levels 1–5) or any physical surgical task …",OUT,OUT,primary: The paper describes a control strategy for a compliant continuum robot but does not involve an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a s…
588,EE-436,More Autonomy for Surgical Robots: New Soft Tissue Better Than Human Systems Suture Surgeons can Alone,exclude,,IN,FLAGGED,"verifier: The abstract is highly descriptive and futuristic, but does not explicitly state that a physical surgical task was *performed* or *evaluated*. It only describes a potential future scenario. It fails …",IN,FLAGGED,"verifier: The abstract is highly descriptive and futuristic, but lacks concrete details about a *physical* surgical task being performed by an autonomous or semi-autonomous robot. It only *describes* potential…",IN,FLAGGED,"verifier: The abstract is highly descriptive and futuristic, but lacks concrete details about a *physical* surgical task being performed by an autonomous or semi-autonomous robot. It only *describes* potential…"
254,EE-102,Palpation sensing for robotic-assisted surgery.,exclude,,IN,FLAGGED,"verifier: The abstract describes the *potential* for future autonomous and semi-autonomous robotic surgery, but does not report on a study *involving* such a system performing a physical surgical task. It focu…",OUT,OUT,"primary: The paper focuses on palpation sensing and haptic feedback in robotic-assisted surgery, but it does not describe autonomous or semi-autonomous robotic systems performing physical surgical tasks. Inst…",OUT,OUT,"primary: The paper focuses on palpation sensing and haptic feedback in robotic-assisted surgery, but it does not describe autonomous or semi-autonomous robotic systems performing physical surgical tasks. Inst…"
565,EE-413,Real-to-Sim Deformable Object Manipulation: Optimizing Physics Models with Residual Mappings for Robotic Surgery,exclude,,IN,FLAGGED,"verifier: The abstract focuses on improving simulation accuracy for deformable object manipulation, but does not describe a physical robot executing surgical actions. It details a method for optimizing physics…",OUT,OUT,"primary: The paper focuses on improving simulation techniques for deformable object manipulation in robotic surgery, but it does not describe autonomous or semi-autonomous robotic systems performing physical …",OUT,OUT,"primary: The paper focuses on improving simulation techniques for deformable object manipulation in robotic surgery, but it does not describe a physical surgical task performed by an autonomous or semi-autono…"
379,EE-227,Semi-Automated Extraction of Lens Fragments via a Surgical Robot Using Semantic Segmentation of OCT Images with Deep Learning - Experimental Results in ex vivo Animal Model.,exclude,opthalmic,IN,FLAGGED,"verifier: While the abstract describes a robotic system and image segmentation, the system performs *semi-automated* extraction, implying human oversight and direction. The level of autonomy isn't clearly defi…",IN,FLAGGED,"verifier: While the abstract mentions a robotic system performing a surgical task on an ex vivo animal model, the intervention is described as 'semi-automated detection and extraction'. The core of the work fo…",IN,FLAGGED,"verifier: While the abstract mentions a robotic system performing a surgical task on an ex vivo animal model, the intervention is described as 'semi-automated detection and extraction'. The core of the work fo…"
170,EE-070,Share control of surgery robot master manipulator guiding tool along the standard path,include,,IN,FLAGGED,"verifier: The abstract describes a 'share control' system where the surgeon maintains *full* control over the tool position at all times, and the system *supports* guidance via force feedback on the master man…",OUT,OUT,"primary: The paper describes a share control system for a surgical robot, where the surgeon maintains full control over the tool's position while the system provides support. This system does not involve auto…",OUT,OUT,"primary: The paper describes a share control system where the surgeon maintains full control over the tool's position, with the system providing support for guidance. This is a teleoperated system where the h…"
722,EE-570,Spatiotemporal Motion Prediction of Intraocular Microsurgical Robot in Non-Visible Regions,exclude,opthalmic,IN,FLAGGED,"verifier: The paper focuses on *predicting* instrument trajectories to *enable* future autonomy, but does not describe a robot that *executes* a surgical action autonomously or semi-autonomously in the present…",IN,FLAGGED,"verifier: The abstract focuses on *predicting* instrument trajectories to *enhance* robot-assisted surgery, but does not describe the robot *executing* any surgical action autonomously or semi-autonomously bas…",IN,FLAGGED,"verifier: The abstract focuses on *predicting* instrument trajectories to *enhance* robot-assisted surgery, but does not describe the robot *executing* any surgical action autonomously or semi-autonomously bas…"
724,EE-572,Transformer-Based Multi-modal Fusion for Automatic Recognition and Learning of Craniomaxillofacial Suturing Skills,exclude,,IN,FLAGGED,"verifier: While the abstract mentions 'robotic autonomous suturing' and 'learning and objective evaluation of surgical skills', it primarily focuses on *recognizing* and *learning* suturing skills from expert …",OUT,OUT,"primary: The paper focuses on craniomaxillofacial surgery, which is excluded under the specialty scope. Additionally, the study describes a multi-modal data fusion algorithm for recognizing surgical skills bu…",OUT,OUT,"primary: The paper focuses on the recognition and learning of surgical skills using multi-modal data fusion for craniomaxillofacial suturing. However, it does not describe a system where the robotic component…"
657,EE-505,Uncalibrated Visual Servoing for Autonomous 2-D Positioning of Vitreoretinal Surgical Robot,exclude,opthalmic,IN,FLAGGED,"verifier: While the abstract mentions 'automatic positioning' and a 'visual servoing loop', the description strongly suggests the surgeon *selects* the target and the robot *moves* to it. This implies a semi-a…",IN,FLAGGED,"verifier: The abstract describes a system where the surgeon *selects* a target location, and the robot *moves* the instrument to that location. This implies a teleoperated system with automated movement to a p…",IN,FLAGGED,"verifier: The abstract describes a system where the surgeon *selects* a target location, and the robot *moves* the instrument to that location. This implies a teleoperated system with automated movement to a p…"
469,EE-317,Artificial Intelligence and the Future of Surgical Robotics,include,,IN,IN,verifier: The abstract explicitly describes the STAR robot performing autonomous anastomosis and discusses varying levels of surgical autonomy. It details a physical surgical task (intestinal anastomosis) perf…,IN,IN,verifier: The abstract explicitly describes the STAR robot performing autonomous anastomosis and discusses the development of AI-controlled surgical robots. It details levels of autonomy and the potential for …,OUT,OUT,"primary: The paper provides a general overview of artificial intelligence in surgical robotics and discusses autonomy levels, but it does not present any original research involving autonomous or semi-autonom…"
702,EE-550,SurgiPose: Estimating Surgical Tool Kinematics from Monocular Video for Surgical Robot Learning,include,,IN,IN,verifier: The abstract explicitly states the use of imitation learning to enable *autonomous* surgical tasks (tissue lifting and needle pickup) using a surgical robot (dVRK Si). It describes training policies …,OUT,OUT,"primary: The paper describes a method for estimating surgical tool kinematics from monocular video to enable surgical robot learning, but it does not involve an autonomous or semi-autonomous robotic component…",OUT,OUT,"primary: The paper describes a method for estimating surgical tool kinematics from monocular video to enable surgical robot learning. However, it does not involve an autonomous or semi-autonomous robotic comp…"
693,EE-541,Assistive Cartesian Healthcare Robot for Forearm Vein Puncturing,include,,IN,IN,"verifier: The abstract describes a robot that physically punctures veins, indicating a surgical action. It mentions 'automated tasks' and implies an autonomous component beyond simple teleoperation by referenc…",OUT,OUT,"primary: The paper describes a medical robot for forearm vein puncturing, but it does not mention any level of surgical autonomy (Levels 1–5 per the Yang et al. taxonomy) or any autonomous/semi-autonomous rob…",OUT,OUT,"primary: The paper describes a medical robot for venipuncture, but it does not mention any level of surgical autonomy (Levels 1–5 per the Yang et al. taxonomy) or any autonomous/semi-autonomous robotic compon…"
